SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,GazeHitPointX,GazeHitPointY,GazeHitPointZ
0,3_27,15_42_21,4.149199,1,0,0,0,3.329945,1.86,1.23,6.89
0,3_27,15_42_21,4.161666,1,0,0,0,3.342412,1.86,1.23,6.89
0,3_27,15_42_21,4.173391,1,0,0,0,3.354136,1.85,1.22,6.9
0,3_27,15_42_21,4.185712,1,0,0,0,3.366457,1.85,1.22,6.9
0,3_27,15_42_21,4.197311,1,0,0,0,3.378057,1.85,1.23,6.9
0,3_27,15_42_21,4.209158,1,0,0,0,3.389904,1.85,1.22,6.9
0,3_27,15_42_21,4.221325,1,0,0,0,3.402071,1.84,1.21,6.91
0,3_27,15_42_21,4.233147,1,0,0,0,3.413892,1.84,1.2,6.92
0,3_27,15_42_21,4.244581,1,0,0,0,3.425326,1.84,1.2,6.92
0,3_27,15_42_21,4.256677,1,0,0,0,3.437422,1.84,1.21,6.91
0,3_27,15_42_21,4.268548,1,0,0,0,3.449293,1.84,1.2,6.92
0,3_27,15_42_21,4.280585,1,0,0,0,3.46133,1.84,1.21,6.91
0,3_27,15_42_21,4.292421,1,0,0,0,3.473166,1.84,1.22,6.91
0,3_27,15_42_21,4.304251,1,0,0,0,3.484996,1.84,1.24,6.91
0,3_27,15_42_21,4.316465,1,0,0,0,3.497211,1.84,1.25,6.9
0,3_27,15_42_21,4.328278,1,0,0,0,3.509023,1.84,1.25,6.9
0,3_27,15_42_21,4.340477,1,0,0,0,3.521222,1.84,1.25,6.9
0,3_27,15_42_21,4.352222,1,0,0,0,3.532968,1.84,1.26,6.9
0,3_27,15_42_21,4.364346,1,0,0,0,3.545092,1.84,1.26,6.89
0,3_27,15_42_21,4.376238,1,0,0,0,3.556984,1.84,1.25,6.9
0,3_27,15_42_21,4.388206,1,0,0,0,3.568952,1.84,1.25,6.9
0,3_27,15_42_21,4.400222,1,0,0,0,3.580968,1.85,1.24,6.9
0,3_27,15_42_21,4.412773,1,0,0,0,3.593518,1.85,1.24,6.9
0,3_27,15_42_21,4.424479,1,0,0,0,3.605224,1.85,1.24,6.9
0,3_27,15_42_21,4.436631,1,0,0,0,3.617377,1.85,1.24,6.9
0,3_27,15_42_21,4.448319,1,0,0,0,3.629065,1.85,1.24,6.9
0,3_27,15_42_21,4.46356,1,0,0,0,3.644306,1.85,1.23,6.9
0,3_27,15_42_21,4.475722,1,0,0,0,3.656468,1.85,1.22,6.9
0,3_27,15_42_21,4.487438,1,0,0,0,3.668183,1.85,1.22,6.9
0,3_27,15_42_21,4.499803,1,0,0,0,3.680549,1.86,1.22,6.9
0,3_27,15_42_21,4.512297,1,0,0,0,3.693043,1.86,1.21,6.9
0,3_27,15_42_21,4.524612,1,0,0,0,3.705358,1.86,1.22,6.9
0,3_27,15_42_21,4.536297,1,0,0,0,3.717042,1.85,1.21,6.91
0,3_27,15_42_21,4.5481,1,0,0,0,3.728845,1.85,1.2,6.91
0,3_27,15_42_21,4.561797,1,0,0,0,3.742542,1.85,1.21,6.91
0,3_27,15_42_21,4.573613,1,0,0,0,3.754359,1.84,1.21,6.91
0,3_27,15_42_21,4.58567,1,0,0,0,3.766416,1.84,1.19,6.92
0,3_27,15_42_21,4.597621,1,0,0,0,3.778367,1.84,1.18,6.93
0,3_27,15_42_21,4.609632,1,0,0,0,3.790377,1.84,1.18,6.93
0,3_27,15_42_21,4.621475,1,0,0,0,3.80222,1.84,1.17,6.94
0,3_27,15_42_21,4.633511,1,0,0,0,3.814257,1.84,1.17,6.94
0,3_27,15_42_21,4.645679,1,0,0,0,3.826424,1.84,1.16,6.94
0,3_27,15_42_21,4.657233,1,0,0,0,3.837979,1.84,1.16,6.94
0,3_27,15_42_21,4.669672,1,0,0,0,3.850418,1.84,1.16,6.94
0,3_27,15_42_21,4.681346,1,0,0,0,3.862092,1.84,1.17,6.93
0,3_27,15_42_21,4.693587,1,0,0,0,3.874333,1.84,1.17,6.93
0,3_27,15_42_21,4.70511,1,0,0,0,3.885856,1.85,1.17,6.93
0,3_27,15_42_21,4.717739,1,0,0,0,3.898484,1.85,1.18,6.93
0,3_27,15_42_21,4.730679,1,0,0,0,3.911425,1.84,1.19,6.92
0,3_27,15_42_21,4.742837,1,0,0,0,3.923583,1.85,1.19,6.92
