SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Stage,xPos,yPos,zPos,xRot,yRot,zRot
0,7_2,11_36_42,6.30636,1,0,0,1,1.453297,InstructionPhase,-0.02429593,2.564825,0.2493305,3.700107,358.3221,358.4586,
0,7_2,11_36_42,6.318741,1,0,0,1,1.465677,InstructionPhase,-0.02427518,2.564834,0.2493213,3.699812,358.308,358.4626,
0,7_2,11_36_42,6.330244,1,0,0,1,1.47718,InstructionPhase,-0.02427518,2.564808,0.2493496,3.710684,358.3101,358.4514,
0,7_2,11_36_42,6.342831,1,0,0,1,1.489768,InstructionPhase,-0.02430308,2.56471,0.2493416,3.722468,358.3064,358.4477,
0,7_2,11_36_42,6.357024,1,0,0,1,1.50396,InstructionPhase,-0.02425051,2.564713,0.2494301,3.766205,358.305,358.4458,
0,7_2,11_36_42,6.369346,1,0,0,1,1.516283,InstructionPhase,-0.02423418,2.564666,0.2494706,3.782817,358.2928,358.4355,
0,7_2,11_36_42,6.381751,1,0,0,1,1.528687,InstructionPhase,-0.02426529,2.564525,0.249565,3.81532,358.2863,358.4329,
0,7_2,11_36_42,6.394535,1,0,0,1,1.541471,InstructionPhase,-0.02428722,2.564446,0.2495947,3.817542,358.2763,358.422,
0,7_2,11_36_42,6.406381,1,0,0,1,1.553317,InstructionPhase,-0.02429473,2.564445,0.2496454,3.83731,358.2836,358.4309,
0,7_2,11_36_42,6.418646,1,0,0,1,1.565583,InstructionPhase,-0.02430177,2.564404,0.2496688,3.844633,358.2866,358.4326,
0,7_2,11_36_42,6.431674,1,0,0,2,1.578611,InstructionPhase,-0.02430594,2.564372,0.2497163,3.857418,358.2835,358.4261,
0,7_2,11_36_42,6.449827,1,0,0,2,1.596763,InstructionPhase,-0.02432418,2.564293,0.2497456,3.876347,358.2758,358.4128,
0,7_2,11_36_42,6.468291,1,0,0,2,1.615227,InstructionPhase,-0.02426684,2.564258,0.2496872,3.884536,358.2623,358.44,
0,7_2,11_36_42,6.481953,1,0,0,2,1.628889,InstructionPhase,-0.02417505,2.564244,0.2497035,3.897444,358.2536,358.4542,
0,7_2,11_36_42,6.49666,1,0,0,2,1.643596,InstructionPhase,-0.02410138,2.564289,0.2497584,3.908159,358.2571,358.4561,
0,7_2,11_36_42,6.510234,1,0,0,2,1.65717,InstructionPhase,-0.02408326,2.564281,0.2497602,3.923742,358.2658,358.4319,
0,7_2,11_36_42,6.523437,1,0,0,2,1.670373,InstructionPhase,-0.02405941,2.564322,0.2498308,3.946392,358.2687,358.4217,
0,7_2,11_36_42,6.537305,1,0,0,2,1.684241,InstructionPhase,-0.02407205,2.56426,0.2498161,3.992415,358.2766,358.3992,
0,7_2,11_36_42,6.54975,1,0,0,2,1.696686,InstructionPhase,-0.02402425,2.564256,0.2497852,4.011374,358.2896,358.396,
0,7_2,11_36_42,6.563025,1,0,0,2,1.709961,InstructionPhase,-0.02396977,2.564229,0.2497534,4.020709,358.3035,358.3884,
0,7_2,11_36_42,6.576025,1,0,0,2,1.722962,InstructionPhase,-0.02390349,2.564241,0.2497336,4.026725,358.3219,358.3857,
