SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Stage,screenFixationX,screenFixationY,gazeFixationX,gazeFixationY,gazeFixationZ,localGazeX,localGazeY,localGazeZ,leftEyePositionX,leftEyePositionY,leftEyePositionZ,rightEyePositionX,rightEyePositionY,rightEyePositionZ,leftEyeRotationX,leftEyeRotationY,leftEyeRotationZ,rightEyeRotationX,rightEyeRotationY,rightEyeRotationZ,leftEyePupilSize,rightEyePupilSize,leftEyeOpenAmount,rightEyeOpenAmount,GazeHitPointX,GazeHitPointY,GazeHitPointZ,GameObjectInFocus,TimeLookedAtObject
0,7_2,10_10_19,6.473842,1,0,0,1,0.8865533,InstructionPhase,0.64, 0.48,0.42, 2.41, 1.80,0.00, -0.03, 1.00,31.23, 2.70, -43.62,-31.97, 2.82, -44.99,-0.11, -0.02, 0.99,-0.05, -0.04, 1.00,2.26738,2.091995,1,1,0.8551534,2.777695,7.373662,Int_Apt_01_Wall_01 (10),0
0,7_2,10_10_19,6.485766,1,0,0,1,0.8984776,InstructionPhase,0.64, 0.48,0.42, 2.41, 1.80,0.01, -0.03, 1.00,31.23, 2.72, -43.65,-31.96, 2.96, -45.37,-0.11, -0.02, 0.99,-0.05, -0.03, 1.00,2.278152,2.047775,1,1,0.8551534,2.758181,7.340199,Int_Apt_01_Wall_01 (10),0.01184082
0,7_2,10_10_19,6.497822,1,0,0,1,0.9105334,InstructionPhase,0.65, 0.48,0.43, 2.41, 1.80,0.01, -0.03, 1.00,31.25, 2.68, -43.49,-31.96, 2.96, -45.35,-0.11, -0.03, 0.99,-0.05, -0.03, 1.00,2.341553,2.072464,1,1,0.5051398,2.647169,5.265101,White Door,0
0,7_2,10_10_19,6.511823,1,0,0,1,0.9245348,InstructionPhase,0.65, 0.48,0.43, 2.41, 1.80,0.02, -0.03, 1.00,31.26, 2.64, -43.28,-31.95, 2.96, -45.28,-0.11, -0.02, 0.99,-0.04, -0.03, 1.00,2.283173,2.157837,1,1,0.4741928,2.690269,5.265101,White Door,0.01278687
0,7_2,10_10_19,6.524505,1,0,0,1,0.9372168,InstructionPhase,0.65, 0.48,0.44, 2.41, 1.80,0.03, -0.03, 1.00,31.27, 2.66, -43.29,-31.94, 2.98, -45.30,-0.11, -0.03, 0.99,-0.04, -0.04, 1.00,2.298172,2.112244,1,1,0.4256772,2.648519,5.265101,White Door,0.02679443
0,7_2,10_10_19,6.538834,1,0,0,1,0.9515452,InstructionPhase,0.65, 0.47,0.44, 2.41, 1.80,0.03, -0.03, 1.00,31.28, 2.64, -43.20,-31.93, 3.01, -45.36,-0.12, -0.02, 0.99,-0.04, -0.04, 1.00,2.338165,2.148849,1,1,0.2221854,2.643481,5.265101,White Door,0.03907776
0,7_2,10_10_19,6.550602,1,0,0,1,0.9633136,InstructionPhase,0.65, 0.47,0.44, 2.41, 1.80,0.03, -0.03, 1.00,31.29, 2.74, -43.57,-31.93, 2.96, -45.29,-0.11, -0.03, 0.99,-0.05, -0.04, 1.00,2.280533,2.101486,1,1,0.192009,2.609692,5.265101,White Door,0.05163574
0,7_2,10_10_19,6.563312,1,0,0,1,0.9760237,InstructionPhase,0.65, 0.48,0.44, 2.41, 1.80,0.03, -0.03, 1.00,31.38, 2.72, -43.46,-31.83, 3.21, -45.93,-0.09, -0.03, 1.00,-0.03, -0.04, 1.00,2.26236,2.07753,1,1,0.1933905,2.639688,5.265101,White Door,0.06368256
0,7_2,10_10_19,6.575318,1,0,0,1,0.98803,InstructionPhase,0.65, 0.48,0.44, 2.41, 1.80,0.03, -0.03, 1.00,31.49, 3.00, -43.92,-31.64, 3.46, -46.35,-0.04, 0.02, 1.00,0.02, 0.01, 1.00,2.136963,2.032455,1,1,0.1480583,2.908405,5.265101,White Door,0.07623291
0,7_2,10_10_19,6.588066,1,0,0,1,1.000778,InstructionPhase,0.65, 0.48,0.44, 2.42, 1.80,0.03, -0.02, 1.00,31.57, 3.55, -44.90,-31.39, 3.54, -45.89,-0.01, 0.07, 1.00,0.05, 0.05, 1.00,2.064026,1.890564,1,1,-0.2915029,3.107059,5.200751,Int_Apt_02_Wall_02 (9),0
